Flat_No,House_Name,House_No,Street,Locale,Town,Postcode,Parish,Consideration,Market_Value,Acquisition_Date,Registered_Date
Land  And Buildings At,Design House,,Hills Meadow,Peel Road,Douglas,,Onchan,390000,390000,6/3/1995,8/8/2016
,,1,Ballaglonney Close,Crosby,Marown,IM4 2DH,Marown,250000,500000,24/04/1995,6/11/2013
Apartment 5 And Car Port 5,King Edward Bay Apartments,,Sea Cliff Road,,Onchan,IM3 2JE,Onchan,181307.1,327500,4/5/1995,14/06/2010
,The Wind Mill Complex,,Arbory Road,,Castletown,IM9 1HA,Malew,275000,229098,15/05/1995,23/09/2016
,Low Wood,31,The Crescent,Port-E-Chee Avenue,Douglas,IM5 2ET,Onchan,69000,250000,25/05/1995,4/5/2012
,Red Gapp,,Arbory Road,,Castletown,IM9 1HB,Malew,0,,25/08/1995,30/09/2006
,,1 3 and 5,Queen Street,,Castletown,IM9 1PB,Malew,194500,194500,29/08/1995,24/06/2010
,Ballaharry,,Bluebell Lane,,Crosby,IM4 4BX,Marown,530000,,31/08/1995,15/03/2007
,Fasque,,Andreas Road,,Ramsey,IM8 3UE,Lezayre,85500,350000,7/9/1995,30/07/2012
,,34,Parliament Street,,Ramsey,IM8 1AW,Maughold,160000,400000,22/09/1995,9/1/2012
,Stoneycroft,,Glen Vine Road,,Glen Vine,IM4 4HF,Marown,250000,250000,31/10/1995,14/12/2009
,Field Numbered 43210,,Ballavoddan Estate,,Malew,,Malew,6500,6500,16/11/1995,20/04/2010
,Field Numbered 43210,,Ballavoddan Estate,,Malew,,Malew,19000,19000,16/11/1995,14/04/2014
,Land,,Part Of Ballaglonney,,Arbory,,Arbory,6800,150000,14/12/1995,3/8/2016
,Avistine,,Glen Road,,Colby,IM9 4HW,Arbory,475000,2250000,3/1/1996,31/08/2017
,Land At Island Saddlery And Hardware,,Main Road,,Kirk Michael,IM6 1ED,Michael,0,0,21/01/1996,27/04/2016
,A Plot Of Land,,Near To Wish Bone At Ellan Rhennie,,Ballaugh,,Ballaugh,5000,25000,22/02/1996,4/9/2009
,Glentworth,,South Cape,,Laxey,IM4 7HY,Lonan,66000,290000,8/3/1996,15/12/2010
,Reayrt Slystagh,,Ramsey Road,,Lynague,IM5 2AQ,German,0.25,250000,2/4/1996,6/12/2017
,,,Land Adjoining Villiers Lane And Fort Street,,Douglas,,Onchan,399500,400000,26/04/1996,10/6/2010
,Ballachesed,,High Road,St Marks,Ballasalla,IM9 3AH,Malew,155500,155500,7/5/1996,20/06/2012
,The Laurels,,Strathallan Road,,Onchan,IM3 1NN,Onchan,465000,4000000,10/7/1996,15/12/2011
,,6,Farmhill Lane,,Douglas,IM2 2EB,Braddan,135000,480000,19/07/1996,13/11/2013
,,22,Athol Street,,Douglas,IM1 1JA,Onchan,285000,,1/8/1996,2/9/2005
,Workshop,,Glen Roy,,Laxey,IM4 7QA,Lonan,1000,8000,8/8/1996,14/08/2012
,Orry'S Mount Lodge,,Grenaby Road,,Bride,IM7 4AN,Bride,0,650000,13/08/1996,22/12/2009
,Boolavur,34,High Street,,Port St Mary,IM9 5DW,Rushen,130000,130000,19/08/1996,11/3/2009
,Boolavur,34,High Street,,Port St Mary,IM9 5DW,Rushen,130000,131000,19/08/1996,31/01/2018
,Land Adjacent To,,Hollin Bank,Tromode Woods,Braddan,,Braddan,0.25,999,23/08/1996,7/4/2017
,Land Adjacent To The Bend Of,,Hollin Lane,Tromode Woods,Cronkbourne Village,,Braddan,0.25,999,23/08/1996,7/4/2017
,Land Between Becken Bank And Hollin Lane,,Tromode Woods,Cronkbourne Village,Braddan,,Braddan,0.25,999,23/08/1996,22/05/2017
South West Land Adjacent To,Brecken Bank,,Tromode Woods,Cronkbourne Village,Braddan,,Braddan,0.25,999,23/08/1996,22/05/2017
,,20/22,Michael Street,,Peel,IM5 1HB,German,0.25,500000,4/9/1996,19/11/2018
,Rose Cottage,,Glen Chass Road,,Port St Mary,IM9 5PL,Rushen,180000,180000,24/09/1996,9/7/2009
Land Adjacent To,Glen View Cottage,,Glen Chass,,Port St Mary,IM9 5PH,Rushen,0,,20/11/1996,23/04/2007
,Plots 6 7 And 8,,Carrick Park Estate,Sulby,Lezayre,,Lezayre,45000,1000000,23/12/1996,1/8/2008
Level 1,Marks And Spencer,7,Drumgold Street,,Douglas,IM1 2SB,Onchan,2850000,,1/1/1997,2/7/2003
,Land At Former Queens Hotel Site And Plot Of Land To Rear,,Queens Drive,,Ramsey,IM8 1EJ,Maughold,87500,,10/1/1997,13/09/2005
,Elgin House,,Jacks Lane,,Lewaigue,IM7 1AW,Maughold,158000,158000,27/02/1997,18/03/2013
,Cashtal Vanannan,,Dandy Hill,,Port Erin,IM9 6HN,Rushen,30700,350000,4/3/1997,31/01/2018
,Lyngarth,,Off Station Road,,Kirk Michael,IM6 1HB,Michael,139000,,14/03/1997,20/10/2004
,,8,Elfin Court,Vernon Road,Ramsey,IM8 2HB,Maughold,0,80000,17/03/1997,12/10/2011
,,2,The Quay,,Port St Mary,IM9 5EA,Rushen,15000,,16/06/1997,23/11/2005
Level 1,Marks And Spencer,7,Drumgold Street,,Douglas,IM1 2SB,Onchan,5450000,,22/07/1997,19/08/2003
,Land At Close Moar,,Near Ellan Rhenny,,Ballaugh Curraghs,,Ballaugh,0.25,,23/07/1997,7/5/2002
,South Land Adjacent To Brecken Bank,,Tromode Woods,Cronkbourne Village,Braddan,,Braddan,0.25,999,5/9/1997,31/05/2017
,The Barns,,Ballellin,Glen Mona,Maughold,IM7 1HJ,Maughold,10000,10000,24/10/1997,21/08/2009
,Upper Ballanea,,Ballaleigh Road,Barregarrow,Kirk Michael,IM6 1HH,Michael,157500,157500,28/11/1997,16/02/2009
,Land Part Of Garden Cherry Tree Lodge,,Old Castletown Road,,Port Soderick,IM4 1BB,Braddan,72000,10000,28/11/1997,31/10/2013
,Dove Cottage,,Golden Meadow Mill,Alexandra Road,Castletown,IM9 1TF,Malew,0.25,175000,10/12/1997,10/8/2009
,Land At Golden Meadow Mill,,Alexandra Road,,Castletown,IM9 1TF,Malew,0,0,10/12/1997,6/1/2010
,Glion Loch,2,Westhill Village,Jurby Road,Ramsey,IM8 3TD,Lezayre,545000,,22/01/1998,13/12/2005
,,15,Norwood Drive,,Douglas,IM2 5HN,Onchan,94000,94000,30/01/1998,25/08/2009
,Garage And Warehouse,,Westmoreland Road,,Douglas,IM1 4AF,Onchan,110000,,1/3/1998,23/01/2002
,,20/22,Main Road,,Onchan,IM3 1AS,Onchan,0,63300,3/3/1998,24/01/2008
,The Squeen,,Off Station Road,,Ballaugh,IM7 5AH,Ballaugh,219000,500000,11/3/1998,26/07/2012
,,50,Port-E-Chee Avenue,,Douglas,IM2 5ER,Onchan,0,260000,18/03/1998,13/03/2012
,Garage Premises,,Westmoreland Road,,Douglas,IM1 4AF,Onchan,390000,,27/03/1998,16/01/2002
,Holly Bank,,Glen Auldyn,,Lezayre,IM7 2AG,Lezayre,129000,300000,24/04/1998,25/06/2019
,Rushen Abbey,,Ballasalla,,Malew,IM9 3DB,Malew,1115525,,12/5/1998,30/10/2002
,Wadham House,,The Abbeywoods,,Douglas,IM2 5PL,Onchan,180000,450000,19/05/1998,9/11/2016
,Niaara,,Ballamenagh Road,,Baldrine,IM4 6AL,Lonan,0.25,375000,14/07/1998,17/08/2016
,Borodaill,,Glen Mooar,,Kirk Michael,IM6 1HL,Michael,0,295000,22/07/1998,20/05/2015
,Parcel Of Land,,Part Of The Estate Of Ballacottier & Slegaby,,Onchan,,Onchan,400000,,12/8/1998,9/9/2005
,The Vaaish,,Near Laurel Bank,,German,,German,46000,300000,21/08/1998,31/10/2012
,Land At Carrick Park,,Sulby Bridge,Sulby,Lezayre,,Lezayre,0,100000,1/9/1998,16/01/2009
,Thie Ny Chibbyr,,Glen Road,,Colby,IM9 4HW,Arbory,270000,400000,2/10/1998,21/07/2017
,Thie Yn Droghad,,Breeze Hill,,Laxey,IM4 7DL,Lonan,45000,45000,7/10/1998,19/12/2012
,,15A,Factory Lane,,Peel,IM5 1NA,German,27000,150000,22/10/1998,21/01/2014
,Archdeacons Close,,Loop Road,West Craig,St Judes,IM7 3BX,Lezayre,225000,710000,30/10/1998,6/11/2017
,Thorny Cottage,,Thorny Road,,Douglas,IM2 5EA,Onchan,0.25,230000,12/11/1998,9/11/2016
,,15,St Georges Street,,Douglas,IM1 1AJ,Onchan,215000,450000,1/12/1998,18/11/2014
,Mount Karrin,,Sulby Glen,,Sulby,,Lezayre,180000,,4/12/1998,20/05/2004
,St Olaves School House,,Off Hanley Villas,,Ramsey,IM8 3DQ,Lezayre,55000,240000,19/02/1999,13/06/2018
,The Bakehouse,,Kelvin Road,,Onchan,IM3 1AS,Onchan,0,0,11/3/1999,10/12/2007
,Oakleigh,,The Darragh,,Port Erin,IM9 6JB,Rushen,115000,330000,15/03/1999,16/11/2018
,,,Land At Kerrowchord,,Greeba,,German,6000,6000,30/04/1999,30/11/2009
,The Garey Field,,Estate Of Druin,,Lezayre,,Lezayre,10000,10000,25/05/1999,23/09/2008
,Croit Ashlish,,Blackberry Lane,,Onchan,IM3 1NR,Onchan,0,250000,29/06/1999,21/09/2018
,Parcel Of Land,,Clifton Park,Clifton Drive,Ramsey,,Lezayre,1150000,769002,2/7/1999,26/04/2019
,Ballacooil,,Glen Road,Colby,Arbory,IM9 4NU,Arbory,20000,,19/07/1999,7/11/2006
,Land Adjoining Water Treatment Works,,Sulby Glen,,Lezayre,IM7 2BD,Lezayre,55000,,30/07/1999,15/03/2002
,Gladstone House,,Gladstone Avenue,,Ramsey,IM8 2LE,Lezayre,0.25,270000,6/8/1999,8/5/2013
,,39,Alberta Drive,,Onchan,IM3 1LU,Onchan,32000,32000,24/08/1999,26/05/2008
,,117,Cronk Liauyr,Tromode Park,Douglas,IM2 5LT,Onchan,165000,165000,27/08/1999,19/01/2015
,Land,,The Crossags,,Ballasalla,,Malew,2347000,2347000,10/9/1999,4/2/2008
,Palm Springs,,Second Avenue,,Douglas,IM2 6AW,Onchan,0.25,500000,29/10/1999,13/01/2016
,Marrinagh,,Ballajora,,Ramsey,IM7 1AZ,Maughold,247000,247000,4/11/1999,27/01/2015
,A Plot Of Land,,Earystane/Ballacannell,,Arbory,,Arbory,77000,77000,15/11/1999,25/06/2008
,Creg Malin,,The Promenade,,Peel,IM5 1PA,German,180000,3000000,26/11/1999,5/10/2010
,,,Cherry Tree Cottage,Glen Auldyn,Lezayre,IM7 2AQ,Lezayre,135000,255000,30/11/1999,1/7/2013
,,4,The Chase,Ballakillowey,Colby,IM9 4BL,Rushen,0.25,600000,11/1/2000,20/06/2016
Flat 1,,35,Allan Street,,Douglas,IM1 3DP,Onchan,70000,,21/01/2000,26/04/2002
,Cooil Roi Farm,,Barroose Road,Baldrine,Lonan,IM4 6AP,Lonan,93000,1300000,30/01/2000,21/09/2009
,Retail Unit,24,Church Road,,Port Erin,IM9 6AQ,Rushen,215000,500000,29/02/2000,27/09/2017
,,16,Woodbourne Road,,Douglas,,Onchan,157000,157000,7/4/2000,23/11/2011
,Cranleigh Ville,,Glen Road,,Laxey,IM4 7AS,Lonan,125000,122000,14/04/2000,16/05/2016
,Workshop,3,Rear Parr Street Lane,,Douglas,IM1 1BJ,Onchan,17000,,1/6/2000,23/05/2002
,Seascape,8,Booilushag,Ballajora,Maughold,IM7 1BD,Maughold,285000,285000,21/06/2000,24/03/2017
,Crenagh Barns,,Glen Auldyn Road,Glen Auldyn,Lezayre,IM7 2AG,Lezayre,125000,425000,26/06/2000,9/5/2016
,The Bay Hotel,,The Promenade,Shore Road,Port Erin,IM9 6HL,Rushen,175000,250000,30/06/2000,7/12/2010
,,2,Taubman Terrace,Head Road,Douglas,IM1 5BB,Braddan,32500,250000,10/7/2000,22/08/2014
,Barngarth,,Leodest Road,,Andreas,IM7 3EG,Andreas,227500,,14/07/2000,30/09/2006
,Orchard Cottages,,Arbory Road,,Castletown,IM9 1HA,Malew,255000,251963,14/07/2000,14/06/2017
,Land Adjacent To Knock Rushen House,,Scarlett Road,,Castletown,,Malew,1000,1000,25/07/2000,16/07/2010
,Sycamore Grove,,Pulrose Estate,,Douglas,IM2 1EZ,Braddan,215000,215000,28/07/2000,22/09/2014
,,,Land At Shen Ville And Slieu Mell,,Onchan,,Onchan,0,45000,1/8/2000,19/06/2012
,,,A Parcel Of Land Part Of,Shen Ville And Slieu Mell,Onchan,,Onchan,0,45000,1/8/2000,19/06/2012
Plot 1,,,Middle River Industrial Estate,,Braddan,IM2 1AL,Braddan,1685000,7250000,3/8/2000,17/07/2012
,High Peak,,Perwick Rise,,Port St Mary,IM9 5QA,Rushen,340000,650000,4/8/2000,26/05/2015
,Old House Of Keys Building,,Parliament Square,,Castletown,IM9 1LA,Malew,0.25,,8/8/2000,14/08/2002
,,102,Victoria Street,,Douglas,IM1 2LH,Onchan,370000,370000,8/8/2000,30/06/2017
,,37,Allan Street,,Douglas,IM1 3DP,Onchan,85000,,11/8/2000,19/06/2002
,,28/34,Tynwald Street,,Douglas,IM1 1BH,Onchan,450000,,1/9/2000,24/10/2002
,,13,Queens Terrace,,Douglas,IM1 4BZ,Onchan,154000,,1/9/2000,30/04/2003
3,Strand Court,,St Paul'S Square,,Ramsey,IM8 1ES,Maughold,76500,76500,1/9/2000,29/04/2008
Garage 12,Strand Court,,St Paul'S Square,,Ramsey,IM8 1ES,Maughold,76500,15000,1/9/2000,29/04/2008
,,6,Eairy Terrace,The Eairy,Foxdale,IM4 3HS,Marown,135000,135000,11/9/2000,20/06/2008
,Hill House,,Axenfell Lane,,Laxey,IM4 7BL,Lonan,347500,950000,12/9/2000,5/8/2010
,Waldringfield,21,Woodlea Villas,,Crosby,IM4 4BJ,Marown,36000,400000,14/09/2000,22/01/2010
,Land  Off Station Road,,Glebe Aalin,,Ballaugh,,Ballaugh,955004.31,,19/09/2000,25/09/2002
,The Cedars,1,Ballakilley Close,,Bride,IM7 4AU,Bride,189000,189000,29/09/2000,9/3/2011
,Driveway,,Ballakilley Close,,Bride,IM7 4AU,Bride,0,0,29/09/2000,9/3/2011
,,36A,Market Street,,Peel,IM5 1AE,German,69500,,9/10/2000,4/9/2003
,,64,Allan Street,,Douglas,IM1 3DR,Onchan,75000,,1/11/2000,20/03/2002
,Mullen Y Carty,,Foxdale Road,Silverburn,Malew,IM9,Malew,50000,50000,1/11/2000,2/3/2009
Flat 7,Lyndley Court,,Rosemount,,Douglas,IM1 3EY,Onchan,62000,,8/11/2000,7/5/2004
,Field Number 121439 Known As Croit-Ne-Kenzie,,Andreas Road,,Andreas,,Andreas,225000,,17/11/2000,31/07/2006
,Baldromma Mill,,Part Of Baldromma Beg And Ballajora,,Maughold,IM7 1AT,Maughold,315000,315000,20/11/2000,4/7/2008
,Baldromma Mill,,Part Of Baldromma Beg And Ballajora,,Maughold,IM7 1AT,Maughold,315000,315000,20/11/2000,4/7/2008
,Highbury House,,Hillberry Green,,Douglas,IM2 6DE,Onchan,850000,3000000,20/11/2000,27/03/2017
,Land Adjacent To The Squeen,,Off Station Road,,Ballaugh,IM7 5AH,Ballaugh,0.25,50000,30/11/2000,26/07/2012
,Druidale Farm,,Druidale,,Michael,IM7 5JA,Michael,524000,,18/12/2000,15/04/2003
,,1 & 1a,Parr Street,,Douglas,IM1 1BJ,Onchan,95000,,11/1/2001,19/02/2002
,,15,Orry Street,,Douglas,IM1 1BW,Onchan,74000,,24/01/2001,19/02/2002
,Land Adjacent To Peel To Kirk Michael High Road,,Ramsey Road,,Peel,IM5,German,440000,,31/01/2001,8/12/2003
Apartment 21,Quay West Apartments,,Bridge Road,,Douglas,IM1 5AG,Onchan,177950,177950,11/2/2001,16/12/2011
,Land At Silverdale,,Silverdale Road,Ballasalla,Malew,,Malew,25000,,28/02/2001,5/9/2002
,Small Heath House,1,Palace Road,,Douglas,IM2 4LD,Onchan,140000,299000,27/03/2001,16/04/2014
,,9,Orry Street,,Douglas,IM1 1BW,Onchan,50000,,2/4/2001,12/2/2002
,Ballacoan House,,Glen Roy,,Lonan,IM4 7QD,Lonan,0,279000,6/4/2001,30/07/2013
,The Cairns,,Breeze Hill,,Laxey,IM4 7DL,Lonan,183000,700000,27/04/2001,19/12/2012
,Garage And Workshop Premises,5,Rear Parr Street,,Douglas,IM1 1BJ,Onchan,58000,,1/6/2001,15/05/2002
,Glen Truan Lodge,,Lhen Road,,Bride,IM7 4BG,Bride,198000,850000,1/6/2001,11/12/2018
,Maynrys,,Lower Road,Glen Mona,Maughold,IM7 1HG,Maughold,280000,280000,14/06/2001,15/08/2008
,,9A and 9B,Cronk Y Berry View,,Douglas,IM2 6HH,Onchan,0.25,0.25,18/06/2001,23/02/2017
,Shared Area In Relation To,9a and 9b,Cronk Y Berry View,,Douglas,,Onchan,0,0,18/06/2001,6/3/2017
,Plot Of Land,,Leodest Road,,Andreas,,Andreas,623815,,22/06/2001,24/01/2003
,Newhaven,,Shore Road,,Bay Ny Carrickey,IM9 5LZ,Rushen,750000,,24/07/2001,26/08/2004
,Fields 430344 And 430391,,Off Ronague Road,,Malew,,Malew,0,100000,7/8/2001,14/07/2010
,Ballahias,,Ballanass Hill,,Lower Foxdale,IM4 2BE,Patrick,0,350000,21/08/2001,22/09/2010
,Ayre Cottage,,Rue Point,Smeale,Andreas,,Andreas,0.25,30500,21/08/2001,16/09/2016
,Croftonville,,Kiondroghad Road,,Andreas,IM7 3EL,Andreas,350000,,24/08/2001,6/9/2002
,Braeside,,Glen Chass Road,,Glen Chass,IM9 5PN,Rushen,379000,379000,14/09/2001,24/12/2008
,The Hollies,66,Main Road,,Onchan,IM3 1AL,Onchan,0,152000,17/09/2001,7/2/2018
,Beachmount & Highcliffe,,The Darragh,,Port Erin,IM9 6JB,Rushen,0,1000,24/09/2001,18/08/2008
,,21,Bridge Street,,Peel,IM5 1NQ,German,26500,160000,26/09/2001,3/9/2018
,Field Adjacent To Royal Court,,Arbory Road,,Castletown,IM9 1RA,Malew,1814000,,1/11/2001,22/02/2002
,Plot Of Land Situate At Ballacarnane,,Glen Mooar,,Michael,,Michael,595,,1/11/2001,12/8/2004
,Rivercroft,,Sulby Bridge,,Sulby,IM7 2EU,Lezayre,385000,385000,9/11/2001,24/11/2008
,,16,Farrants Park,,Castletown,IM9 1NF,Malew,131000,131000,5/12/2001,28/05/2014
,,,Land At Cronk Cullyn,,Colby,,Arbory,1285000,1285000,5/12/2001,6/5/2015
,,20,Banks Howe,,Onchan,IM3 2ET,Onchan,277500,277500,19/12/2001,8/2/2012
,Kafue Cottage,,St Judes Road,,Sulby,IM7 2ES,Lezayre,166000,400000,20/12/2001,16/05/2013
,Prospect House Apartments,15 17 & 19,Woodbourne Road,,Douglas,,Onchan,190000,,14/01/2002,22/03/2006
,,24-26,New Road,,Laxey,IM4 7BF,Lonan,76500,400000,18/01/2002,24/06/2019
,,8,Hildesley Road,,Douglas,IM2 5AZ,Onchan,0.25,60000,12/2/2002,16/07/2014
,Yn Alban,,Westmoreland Road,,Douglas,IM1 4AN,Onchan,162000,,19/02/2002,17/09/2002
,Cumbria Court,,Mooragh Promenade,,Ramsey,IM8 3BA,Lezayre,250000,750000,20/02/2002,8/12/2015
Land At Cooilbane,Wychwood,,Ballacaley Road,,Sulby,IM7 2HS,Lezayre,3000,3000,26/02/2002,14/06/2010
,Lane Cottage,,Sound Road,,Glen Maye,IM5 3BJ,Patrick,165000,,27/02/2002,13/08/2004
,Land At Balthane (Field Nos. 434089 434090 And 434091,,Ballasalla,,Malew,,Malew,1100000,,10/3/2002,12/8/2006
,Briardale,,Shore Road,,Castletown,IM9 1BF,Malew,190000,190000,22/03/2002,10/5/2016
,Norfolk Nurseries,,Greeba,,St Johns,IM4 3LF,German,350000,400000,27/03/2002,6/4/2017
,Braddan House,3,Braddan Bridge,,Braddan,IM4 4TL,Braddan,575000,575000,1/5/2002,30/08/2018
,Larivane Villa,,Leodest Road,,Andreas,IM7 4HA,Andreas,150000,,11/5/2002,14/08/2002
,,54,Ballalough Estate,,Andreas,IM7 4HX,Andreas,169000,,16/05/2002,4/9/2002
,Plot 14,24,Glebe Aalin,,Ballaugh,IM7 5BX,Ballaugh,139950,,16/05/2002,9/4/2003
,Burnside,,Glen Road,,Ballaugh,IM7 5JG,Ballaugh,159000,,17/05/2002,2/10/2002
,Ballaoates,,Glen Road,,Colby,IM9 4HW,Arbory,900000,900000,20/05/2002,28/01/2016
,,31,Glebe Aalin,,Ballaugh,,Ballaugh,184950,,31/05/2002,5/2/2003
,Plot 10,,Glebe Aalin,,Ballaugh,,Ballaugh,159000,,31/05/2002,5/3/2003
,Plot 9,,Glebe Aalin,,Ballaugh,,Ballaugh,159000,,31/05/2002,19/03/2003
,,18,Ballaradcliffe,,Andreas,IM7 3EN,Andreas,160000,,1/6/2002,14/08/2002
,Prospect House,,Ramsey Road,,Laxey,IM4 7PY,Lonan,1,,4/6/2002,26/07/2007
Plot 29,,,Glebe Aalin,,Ballaugh,,Ballaugh,179950,,6/6/2002,17/02/2003
,3 Rectory Cottages,,Andreas Village,,Kirk Andreas,IM7 4EZ,Andreas,110000,,12/6/2002,3/7/2002
,Thie Aym,2A,Little Meddows,,Andreas,IM7 4HY,Andreas,113500,,12/6/2002,26/09/2002
,,28,Ballalough,,Andreas,IM7 4HU,Andreas,120000,,12/6/2002,24/09/2002
,Rheayrt-Ny-Marrey,,Smeale Road,,Andreas,IM7 3ED,Andreas,520000,,14/06/2002,18/10/2002
,Cahoo House,,Regaby West Road,,Andreas,IM7 3HL,Andreas,350000,,21/06/2002,3/9/2002
,,11,Snaefell View,,Jurby,IM7 3BF,Jurby,85000,,21/06/2002,31/03/2003
,,15,Larivane Close,,Andreas,IM7 4HD,Andreas,166000,,25/06/2002,26/09/2002
,Ashdene,,Sandygate,,Jurby,IM7 3AQ,Jurby,40000,,26/06/2002,11/10/2002
,,4,Croft Park,,Andreas,IM7 4HM,Andreas,153000,,1/7/2002,16/09/2002
,Colby Bridge Booster Pump,,Main Road,,Colby,IM9 4NT,Arbory,200,,1/7/2002,27/01/2003
,,51,Larivane Meadows,,Andreas,IM7 4JF,Andreas,25000,,1/7/2002,13/10/2003
,,6,Glebe Aalin Close,,Ballaugh,IM7 5BY,Ballaugh,124950,,3/7/2002,4/4/2003
,The Lough,,Bernahara Road,,Andreas,IM7 2EL,Andreas,262500,,11/7/2002,21/08/2002
,Shellag Farmhouse,,Crosby Farm Lane,,Bride,IM7 4AR,Bride,340000,,11/7/2002,10/4/2003
,Wembley Cottage,,Regaby Road West,,Andreas,IM7 3HL,Andreas,201000,,17/07/2002,2/9/2002
,Plot 8,,Glebe Aalin,,Ballaugh,,Ballaugh,169950,,17/07/2002,4/3/2003
,Starvold,,Bride Road,,Bride,IM7 4AE,Bride,345000,,19/07/2002,14/08/2002
,Plot 25,,Leodest Road,,Andreas,,Andreas,139950,,19/07/2002,16/04/2003
,Land And Barn,,Bride Road,,Andreas,,Andreas,72500,,22/07/2002,20/12/2002
,Mountain View,,Pinfold Hill,,Bride,IM7 4AS,Bride,243000,,26/07/2002,12/2/2003
,Garden Cottage,,Bishopscourt,,Ballaugh,IM6 2EY,Ballaugh,199000,,26/07/2002,28/03/2003
,,3,Abbots Way,Abbotswood,Ballasalla,IM9 3EQ,Malew,305000,305000,26/07/2002,20/11/2009
,Hunters Croft,,Main Road,,Ballaugh,IM7 5ED,Ballaugh,320000,,31/07/2002,23/01/2003
,Plot 1,,Leodest Road,,Andreas,,Andreas,238500,,31/07/2002,27/03/2003
,,14,Little Meddow,,Andreas,IM7 4HY,Andreas,125000,,2/8/2002,26/09/2002
,,1,Cooil Veg,,Andreas,IM7 4EU,Andreas,150000,,2/8/2002,21/10/2002
,,3,Larivane Meadows,,Andreas,IM7 4JE,Andreas,210000,,5/8/2002,4/11/2003
,,,Surby Farm,,Surby,IM9 6TB,Rushen,0.25,650000,8/8/2002,22/04/2013
,Ballaugh Methodist Hall,,Glen Road,,Ballaugh,IM7 5JG,Ballaugh,92000,,15/08/2002,7/4/2003
,Moorecroft,2,Larivane Meadows,,Andreas,IM7 4JD,Andreas,25000,,15/08/2002,8/10/2003
,,55,Larivane Meadows,,Andreas,IM7 4JF,Andreas,144950,,22/08/2002,10/10/2003
,,57,Larivane Meadows,,Andreas,IM7 4JF,Andreas,122500,,23/08/2002,10/10/2003
,Church View Cottage,,Jurby West,,Jurby,IM7 3AY,Jurby,165000,,29/08/2002,23/10/2002
,,20,Ballaterson Fields,,Ballaugh,IM7 5AW,Ballaugh,224000,,29/08/2002,31/03/2003
,,61,Larivane Meadows,,Andreas,IM7 4JF,Andreas,124950,,30/08/2002,10/10/2003
,,63,Larivane Meadows,,Andreas,IM7 4JF,Andreas,112000,,30/08/2002,9/10/2003
,,53,Larivane Meadows,,Andreas,IM7 4JF,Andreas,144950,,30/08/2002,13/11/2003
,Land Adjacent To Oatlands Bungalow,,Oatlands Road,,Andreas,,Andreas,65000,,6/9/2002,23/12/2002
,,10,Larivane Meadows,,Andreas,IM7 4JD,Andreas,115000,,6/9/2002,8/10/2003
,Part Of Ballawattleworth,,Poortown Road,,Peel,,German,1500000,,9/9/2002,14/07/2003
,Land Adjacent To Lilac Cottage,,Smeale Road,,Andreas,IM7 4JA,Andreas,75000,,12/9/2002,15/01/2003
,Kays Cottage,,Ballacorey Road,,Bride,IM7 4AW,Bride,183000,,23/09/2002,24/01/2003
,Shore Cottage,,Shore Road,The Cronk,Ballaugh,IM7 5AZ,Ballaugh,207000,,25/09/2002,21/10/2002
,Masonic Buildings,,Water Street,,Ramsey,IM8 1RD,Maughold,275000,,26/09/2002,28/02/2003
,Summerhill Lodge,,Summerhill Road,,Jurby,IM7 3BR,Jurby,24000,,27/09/2002,4/12/2002
,,12,Larivane Meadows,,Andreas,IM7 4JF,Andreas,115000,,1/10/2002,9/10/2003
,Crosby Farm,,Bride Road,,Bride,IM7 4AR,Bride,500000,,2/10/2002,20/12/2002
,Ballasalla,,Jurby West,,Jurby,IM7 3AS,Jurby,200000,,4/10/2002,31/03/2003
,,59,Larivane Meadows,,Andreas,IM7 4JF,Andreas,133000,,14/10/2002,10/10/2003
,Land Part Of Ballakeil,,Ballakeil,Smeale,Andreas,,Andreas,12000,,19/10/2002,9/4/2003
,The Pits,,Main Road,,Ballaugh,IM7 5ES,Ballaugh,60000,,25/10/2002,17/01/2003
,Shen Cardee,,Summerhill Road,,Jurby,IM7 3BR,Jurby,205000,,25/10/2002,18/02/2003
,Tanglewood,,Kiondroghad Road,,Andreas,IM7 3EL,Andreas,220000,,28/10/2002,11/2/2003
,The Methodist Chapel,,Station Road,,Ballaugh,,Ballaugh,83000,,30/10/2002,4/1/2005
,,1,Chapel Close,,Ballaugh,IM7 5EL,Ballaugh,99000.25,,30/10/2002,24/12/2004
,Glion Cottage,,Thurot Cottage Road,,Bride,IM7 4BE,Bride,160000,,31/10/2002,30/04/2003
,Reayrt Cornah,,Glen Mona Loop Road,Glen Mona,Maughold,IM7 1HG,Maughold,200000,,7/11/2002,12/2/2004
,The New House,,The Cronk,,Ballaugh,IM7 5AX,Ballaugh,228750,,8/11/2002,24/01/2003
,,,Stanley Mount,,Douglas,,Onchan,0.25,,12/11/2002,22/11/2005
Field 210409,Loughan,,Jurby East Road,,Jurby,,Jurby,22000,,14/11/2002,20/05/2003
,,29,Ballaradcliffe,,Andreas,IM7 3EW,Andreas,170000,,18/11/2002,28/01/2003
,Part Of The Estate,,Ballabane,,Andreas,IM7 3EB,Andreas,60000,,18/11/2002,9/5/2003
,Shore View,,Dandy Hill,,Port Erin,IM9 6HN,Rushen,0.25,200000,18/11/2002,12/12/2007
,Shore View,,Dandy Hill,,Port Erin,IM9 6HN,Rushen,0,200000,18/11/2002,12/12/2007
